0.0,5.3029990906,0.0,1.02949271195,0.0,0.0,-8.0078686082,-0.621550148836,-8.26264381049,0.0,11.039271617,0.0,0.0,0.170799056835,-10.4339532013,0.0,0.0,0.0,2.50949910764,5.15815841966,0.0,0.0,-6.4692073678,12.2646608592,0.0,12.5648110857,-11.0854205265,0.0,0.0,0.0,3.06184500523,-0.988457355444,0.0,-12.8752757974,0.0,0.0,0.0800685146373,5.97511282302,-5.73225129094,-0.271803512845,-5.58681446944,0.0,-7.2121986413,-0.968922689424,0.0,-2.79411040698,0.0,-1.57368607919,0.0,-10.3577311347,4.30322723727,-6.13737985787,0.0,2.39857218171,0.0,0.0,1.42756711413,4.34121927562,0.0,-4.18506341549,0.879187793807,-2.58081881317,1.89286828481,-8.40765351368,14.4964102402,4.24850251074,0.0,-1.67370509046,0.0,1.8771428219,0.0,0.0,0.0,0.0,0.0,0.0,0.910150331116,0.681376655287,0.0,0.0,1.87091035217,2.93641932542,0.0,0.0,1.57927409607,0.0,8.52395174139,0.0,0.0,0.0,-4.9544796601,-8.11382871703,5.10694486044,10.4101068234,0.0,1.82363049732,4.10073240576,4.9158766397,2.37825473207,-8.75206120935
-0.453929424286,0.0,0.535562207922,0.0,0.0,-0.0785416066647,2.99567353725,-0.703421831131,0.372047781944,2.06467862427,1.42041394114,-1.05431672931,2.46458899975,0.0,1.14244160056,0.0,0.237966060638,0.0824686288834,0.0339056253433,0.0,1.25530740619,0.0,0.0,1.06218829751,0.0,-1.84143412113,2.04840538278,2.68075162172,0.0,1.70100283623,0.0,0.0,-0.573803782463,-1.33343729377,-0.871669858694,-1.68735349178,0.0,-0.143311977386,0.0,0.0
1.81297987358e-158,5.20887762354e-137,1.0,-1.0
