100.371419217,0.0,-641.386303236,-679.39626854,111.76837507,0.0,-222.895005917,340.151064884,0.0,0.0,0.0,0.0,-394.467226529,-113.184757521,-287.239287415,0.0,579.476735468,0.0,-16.6421431519,0.0,-393.788600482,0.0,0.0,12.7246729507,0.0,31.9572015461,0.0,0.0
-100.371419217,0.0,641.386303236,679.39626854,-111.76837507,0.0,222.895005917,-340.151064884,0.0,0.0,0.0,0.0,394.467226529,113.184757521,287.239287415,0.0,-579.476735468,0.0,16.6421431519,0.0,393.788600482,0.0,0.0,-12.7246729507,0.0,-31.9572015461,0.0,0.0
-100.371419217,0.0,641.386303236,679.39626854,-111.76837507,0.0,222.895005917,-340.151064884,0.0,0.0,0.0,0.0,394.467226529,113.184757521,287.239287415,0.0,-579.476735468,0.0,16.6421431519,0.0,393.788600482,0.0,0.0,-12.7246729507,0.0,-31.9572015461,0.0,0.0
-100.371419217,0.0,641.386303236,679.39626854,-111.76837507,0.0,222.895005917,-340.151064884,0.0,0.0,0.0,0.0,394.467226529,113.184757521,287.239287415,0.0,-579.476735468,0.0,16.6421431519,0.0,393.788600482,0.0,0.0,-12.7246729507,0.0,-31.9572015461,0.0,0.0
100.371419217,0.0,-641.386303236,-679.39626854,111.76837507,0.0,-222.895005917,340.151064884,0.0,0.0,0.0,0.0,-394.467226529,-113.184757521,-287.239287415,0.0,579.476735468,0.0,-16.6421431519,0.0,-393.788600482,0.0,0.0,12.7246729507,0.0,31.9572015461,0.0,0.0
100.371419217,0.0,-641.386303236,-679.39626854,111.76837507,0.0,-222.895005917,340.151064884,0.0,0.0,0.0,0.0,-394.467226529,-113.184757521,-287.239287415,0.0,579.476735468,0.0,-16.6421431519,0.0,-393.788600482,0.0,0.0,12.7246729507,0.0,31.9572015461,0.0,0.0
-100.371419217,0.0,641.386303236,679.39626854,-111.76837507,0.0,222.895005917,-340.151064884,0.0,0.0,0.0,0.0,394.467226529,113.184757521,287.239287415,0.0,-579.476735468,0.0,16.6421431519,0.0,393.788600482,0.0,0.0,-12.7246729507,0.0,-31.9572015461,0.0,0.0
100.371419217,0.0,-641.386303236,-679.39626854,111.76837507,0.0,-222.895005917,340.151064884,0.0,0.0,0.0,0.0,-394.467226529,-113.184757521,-287.239287415,0.0,579.476735468,0.0,-16.6421431519,0.0,-393.788600482,0.0,0.0,12.7246729507,0.0,31.9572015461,0.0,0.0
-100.371419217,0.0,641.386303236,679.39626854,-111.76837507,0.0,222.895005917,-340.151064884,0.0,0.0,0.0,0.0,394.467226529,113.184757521,287.239287415,0.0,-579.476735468,0.0,16.6421431519,0.0,393.788600482,0.0,0.0,-12.7246729507,0.0,-31.9572015461,0.0,0.0
-100.371419217,0.0,641.386303236,679.39626854,-111.76837507,0.0,222.895005917,-340.151064884,0.0,0.0,0.0,0.0,394.467226529,113.184757521,287.239287415,0.0,-579.476735468,0.0,16.6421431519,0.0,393.788600482,0.0,0.0,-12.7246729507,0.0,-31.9572015461,0.0,0.0
