-2.27880968353e-15,0.0,-9.73736452208e-16,0.0,0.0,0.0,-1.90896265213e-15,0.0,0.0,0.0,0.0,0.0,0.0,-5.13788017103e-16,1.29282875161e-15,0.0,2.22077702599e-15,5.24591081685e-16,-1.39498626442e-15,-1.40698325161e-15,1.82783070786e-15,0.0,0.0,0.0,-2.21290682996e-15,1.28783782987e-15,4.81434232653e-16,0.0,0.0,0.0,0.0,0.0,0.0,1.30989833909e-15,-2.09198571944e-15,0.0,0.0,-9.7505472861e-16,0.0,-1.59588451507e-15,3.02613382285e-17,0.0,-2.03392178061e-15,0.0,0.0,-1.65816179537e-15,0.0,2.12993181027e-15,3.96936450919e-16,4.66876350559e-16,9.10246899309e-17,-9.17920891167e-16,0.0,0.0,0.0,-8.59112230839e-16,0.0,0.0,0.0,0.0,7.06045458747e-16,-5.34415631252e-16,0.0,0.0,-1.28627017853e-15,6.69237682504e-16,-1.05420481888e-15,-2.40736244847e-15,0.0,4.08430183052e-18,0.0,-2.23100037077e-15,0.0,0.0,-1.11010625996e-15,3.17772238246e-15,0.0,0.0,0.0,8.0095183006e-16,2.30086600916e-15,0.0,0.0,-6.00897781806e-16,1.75837404028e-15,0.0,0.0,0.0,0.0,0.0,0.0,2.07405361203e-16,8.30795139421e-16,0.0,-1.72115105554e-15,0.0,-1.17363058687e-15,0.0,0.0,0.0
-4.25995635175e-16,-2.8704753975e-16,0.0,1.28003993419e-16,0.0,0.0,1.38337884508e-16,5.55934899007e-16,0.0,0.0,0.0,6.53616649647e-16,0.0,0.0,0.0,2.28806356353e-16,3.60331514652e-16,-8.31843628838e-17,1.62819437751e-16,0.0,-1.26762838003e-16,0.0,3.15825509632e-16,0.0,4.03163732823e-16,0.0,-6.49093592761e-17,-5.29849870555e-16,-8.18738644235e-17,-3.52067769474e-16,0.0,0.0,-3.85253308753e-16,0.0,0.0,-1.86621183544e-16,0.0,-4.80122985175e-16,0.0,0.0
1.88258337582e-16,1.08619920936e-68,1.47340802295e-78,-2.22044604925e-16
